Process Date,Buyer,CIN,Item Desc,DC,RCA,Blocked Qty,Short Qty,Order Qty,PROCESS_DATE,BUYER_NUMBER,CIN_DESC,BLOCKED_QTY,SHORT_QTY,ORDER_QTY
2024-12-18,641,4964474,POWER NEBULIZER ULTRA CMPS DSP,16 - Dallas,Product in Blocked - FDC,8,4,4,,,,,,
2024-12-18,648,5759279,PANTENE PV DMOIS RWL SH 12OZ,43 - Swedesboro,Product in Blocked - FDC,6,1,1,,,,,,
2024-12-18,602,5748850,VAXNEUVANCE SY 10X0.5ML LL,15 - Aurora,Product in Blocked - FDC,6,6,6,,,,,,
2024-12-18,604,4990149,BYSTOLIC TB 20MG 90,43 - Swedesboro,Product in Blocked - FDC,6,3,3,,,,,,
2024-12-18,602,5951710,AZOPT DR 1% 10ML OPTH SUSP,35 - Salt Lake,Product in Blocked - FDC,4,1,1,,,,,,
2024-12-18,622,4963310,SUMATRIPTAN SUCC SY 6/0.5 2X0.5ML,8 - Wheeling,Product in Blocked - FDC,4,5,5,,,,,,
2024-12-18,625,5745989,MANNITOL IS 20% 24X250ML,24 - Hudson,Product in Quarantine - FDC,4,2,2,,,,,,
2024-12-18,602,5293881,AGGRASTAT SD 250MCG/ML 15ML,18 - St. Louis,Product in Quarantine - FDC,4,2,2,,,,,,
2024-12-18,622,5930383,OLOPATADINE HCL DR 0.2% 2.5ML,35 - Salt Lake,Product in Blocked - FDC,3,3,3,,,,,,
2024-12-18,613,4737383,STRIBILD TB 150-150-200-300MG 30,16 - Dallas,Product in Blocked - FDC,3,3,3,,,,,,
2024-12-18,605,5881461,PAXLOVID TB 300-100MG 10X3 BPK,43 - Swedesboro,Product in Blocked - FDC,2,4,4,,,,,,
2024-12-18,622,4031035,ONDANSETRON HCL TB 8MG 30,10 - Jackson,Product in Blocked - FDC,2,1,1,,,,,,
2024-12-18,625,5477203,ACETAMINOPHEN TB500MG 500 ES CPLT,10 - Jackson,Product in Blocked - FDC,2,4,4,,,,,,
2024-12-18,625,5342852,PREDN SOD PH SL 20MG/5ML 237ML,10 - Jackson,Product in Quarantine - FDC,2,1,1,,,,,,
2024-12-18,628,5950985,SULFACET/SULF LQ 10-5% 340G CLNSR,35 - Salt Lake,Product in Blocked - FDC,2,1,1,,,,,,
2024-12-18,627,2473882,SODIUM CL IS 0.9% 80X100ML MNBG+,16 - Dallas,Product in Blocked - FDC,1,1,1,,,,,,
2024-12-18,627,5876263,FLUORESCEIN SD 10% 10X5ML,11 - Lakeland,Product in Blocked - FDC,1,1,1,,,,,,
2024-12-18,644,5568985,DR TEALS EPSLT CY 1360 GM SHB/ALM,10 - Jackson,Product in Blocked - FDC,1,1,1,,,,,,
2024-12-18,633,5853593,OXCARBAZEPINE SS 300MG/5ML 250ML,10 - Jackson,Product in Blocked - FDC,1,1,1,,,,,,
2024-12-18,627,2469039,SODIUM CL IS 0.9% 24X500ML VF,16 - Dallas,Product in Blocked - FDC,1,2,2,,,,,,
2024-12-18,627,2543395,NITROGLY/D5W BT 50MG/250ML 12,32 - Valencia,Product in Blocked - FDC,1,2,2,,,,,,
2024-12-18,627,5724950,GABAPENTIN SL 250MG/5ML 40X5MLUD,16 - Dallas,Product in Blocked - FDC,1,2,2,,,,,,
2024-12-18,613,5423470,BIKTARVY 50-200-25MG TB 30 CPLT,6 - Boston,Product in Blocked - FDC,1,2,2,,,,,,
2024-12-18,625,5414149,DULOXETINE CP 60MG 1000 DR,8 - Wheeling,Product in Blocked - FDC,1,2,2,,,,,,
2024-12-18,617,4235974,MULTAQ TB 400MG 60,8 - Wheeling,Product in Blocked - FDC,1,1,1,,,,,,
2024-12-18,604,2934271,REFRESH CONTACTS DR 12ML,64 - Kinray,Product in Blocked - FDC,1,1,1,,,,,,
2024-12-18,605,1411586,ALTACE CP 10MG 100,24 - Hudson,Product in Blocked - FDC,1,1,1,,,,,,
2024-12-18,602,5029814,NINJACOF LQ 12.5-12.5MG/5ML 473ML,10 - Jackson,Product in Blocked - FDC,1,1,1,,,,,,
2024-12-18,602,5740493,CELESTONE SOLUSPAN MD 6MG/ML 5ML,24 - Hudson,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,602,5735113,PROPECIA TB 1MG 90,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,602,5945787,NUEDEXTA CP 20-10MG 60,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,604,5396890,OMNIPAQUE BT 350MG/ML 10X500ML,8 - Wheeling,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,604,4036679,BYSTOLIC TB 2.5MG 30,32 - Valencia,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,604,5836960,ULTIVA PR 2MG 10             C2,27 - Kansas City,Product in Blocked - FDC,0,1,5,,,,,,
2024-12-18,604,4521324,RELISTOR SD 12MG/0.6ML,8 - Wheeling,Product in Blocked - FDC,0,2,7,,,,,,
2024-12-18,604,4418935,SYNTHROID TB 88MCG 90,24 - Hudson,Product in Blocked - FDC,0,19,22,,,,,,
2024-12-18,605,5831680,BETIMOL DR 0.25% 5ML OPTH,34 - Sacramento,Product in Blocked - FDC,0,1,2,,,,,,
2024-12-18,605,5168844,INS TRESIBA FLXTC SY 200U/ML3X3ML,32 - Valencia,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,605,4038220,NOVOFINE 32G TIP ND 6MM 100,37 - Seattle,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,605,5009444,JARDIANCE TB 10MG 30,27 - Kansas City,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,605,5728324,WEGOVY SY 2.4MG/0.75ML 4X0.75ML,18 - St. Louis,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,605,5707724,PRALUENT SY 150MG/ML 2X1ML PPN,32 - Valencia,Product in Blocked - FDC,0,5,5,,,,,,
2024-12-18,613,5423470,BIKTARVY 50-200-25MG TB 30 CPLT,3 - Syracuse,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,613,4035028,INS HUMALOG SY 100U/ML 5X3KWIKPEN,32 - Valencia,Product in Blocked - FDC,0,21,21,,,,,,
2024-12-18,606,5951017,PHENYLEPHRINE HCL DR 2.5%2ML OPTH,3 - Syracuse,Product in Blocked - FDC,0,10,10,,,,,,
2024-12-18,605,5728308,WEGOVY SY 1MG/0.5ML 4X0.5ML PPN,32 - Valencia,Product in Blocked - FDC,0,66,66,,,,,,
2024-12-18,622,4525127,XYLOCAINE MD 2% 25X10ML,32 - Valencia,Product in Blocked - FDC,0,1,2,,,,,,
2024-12-18,622,4337069,TROSPIUM CHLORIDE TB 20MG 60,26 - Greensboro,Product in Blocked - FDC,0,1,2,,,,,,
2024-12-18,622,4557336,NALTREXONE HCL TB 50MG 30,26 - Greensboro,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,622,4557336,NALTREXONE HCL TB 50MG 30,6 - Boston,Product in Blocked - NLC,0,2,2,,,,,,
2024-12-18,622,5074349,CHLOROTHIAZIDE SODIUM PR 500MG,26 - Greensboro,Product in Blocked - FDC,0,2,3,,,,,,
2024-12-18,617,5789904,NOREPINEPHRINE SD 1MG/ML 10X4ML,26 - Greensboro,Product in Blocked - FDC,0,6,17,,,,,,
2024-12-18,617,5566823,CATHFLO ACTIVASE PR 2MG 10,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,617,5293485,QBRELIS SL 1MG/ML 150ML ORAL RTU,24 - Hudson,Product in Blocked - FDC,0,1,3,,,,,,
2024-12-18,617,3509312,CLIMARA AP 0.06MG/24HR 4,32 - Valencia,Product in Blocked - FDC,0,1,4,,,,,,
2024-12-18,617,5734116,KERENDIA TB 20MG 30,32 - Valencia,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,617,3560612,MYFORTIC TB 180MG 120 DR,18 - St. Louis,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,613,5027693,TYBOST TB 150MG 30,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,617,5705280,GEMTESA TB 75MG 30 1/D,32 - Valencia,Product in Blocked - FDC,0,4,4,,,,,,
2024-12-18,617,5754973,NALOXONE SD 0.4MG/ML 10X1ML,6 - Boston,Product in Blocked - FDC,0,1,7,,,,,,
2024-12-18,617,4133997,COLY-MYCIN M PARNT PR 150MG,43 - Swedesboro,Product in Blocked - FDC,0,1,8,,,,,,
2024-12-18,617,5552823,SLYND TB 4MG 28 BPK,32 - Valencia,Product in Blocked - FDC,0,9,9,,,,,,
2024-12-18,622,5779616,METRONIDAZOLE GL 1% 60GM TOP,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,622,4557336,NALTREXONE HCL TB 50MG 30,8 - Wheeling,Product in Blocked - FDC,0,51,51,,,,,,
2024-12-18,622,5931886,SODIUM PHOS SF 3MMOL/ML 25X50ML,18 - St. Louis,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,622,5329305,LEFLUNOMIDE TB 20MG 30,9 - Knoxville,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,622,4023677,OXCARBAZEPINE TB 600MG 100,34 - Sacramento,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,622,5904149,METHYLPHEN LA CP 10MG 100 CVS C2,43 - Swedesboro,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,622,5924097,OSELTAMIVIR PHOS CP 30MG 10 BPK,9 - Knoxville,Product in Blocked - FDC,0,1,4,,,,,,
2024-12-18,622,4557336,NALTREXONE HCL TB 50MG 30,15 - Aurora,Product in Blocked - NLC,0,5,5,,,,,,
2024-12-18,622,4557336,NALTREXONE HCL TB 50MG 30,34 - Sacramento,Product in Blocked - FDC,0,7,7,,,,,,
2024-12-18,625,5557624,TRETINOIN CP 10MG 3X10UD,9 - Knoxville,Product in Blocked - FDC,0,1,2,,,,,,
2024-12-18,625,5425673,OSELTAMIVIR PHOS PT 6MG/ML 60ML,24 - Hudson,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,624,5049515,VALSARTAN TB 320MG 90,34 - Sacramento,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,625,5123278,RIFAMPIN CP 300MG 30,11 - Lakeland,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,624,5686639,ACETAMINOPHEN SF 10MG/ML 24X100,24 - Hudson,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,625,5903083,GLYCERIN SU 2GM 2X6 ADULT,34 - Sacramento,Product in Blocked - FDC,0,5,5,,,,,,
2024-12-18,625,5471479,ACETAMINOPHEN TB 500MG 1000 CPLT,32 - Valencia,Product in Blocked - FDC,0,7,7,,,,,,
2024-12-18,625,4751426,SORE THROAT SPRAY SN 1.4% 177ML,24 - Hudson,Product in Blocked - FDC,0,8,8,,,,,,
2024-12-18,625,4350682,LOSARTAN/HCTZ TB 100-12.5MG 90,34 - Sacramento,Product in Blocked - FDC,0,8,10,,,,,,
2024-12-18,625,5425673,OSELTAMIVIR PHOS PT 6MG/ML 60ML,9 - Knoxville,Product in Blocked - FDC,0,11,11,,,,,,
2024-12-18,625,5425673,OSELTAMIVIR PHOS PT 6MG/ML 60ML,27 - Kansas City,Product in Blocked - FDC,0,8,15,,,,,,
2024-12-18,625,4268611,NICOTINE GM 4MG 100 FRT,24 - Hudson,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,625,5769682,DROXIDOPA CP 100MG 90,15 - Aurora,Product in Blocked - FDC,0,1,3,,,,,,
2024-12-18,625,3544863,IBUPROFEN CHILD SS 100MG/5ML240ML,24 - Hudson,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,624,5702014,DEXMEDETOMIDN IP400MCG/100ML10 PF,26 - Greensboro,Product in Blocked - FDC,0,3,20,,,,,,
2024-12-18,624,4804431,ESCITALOPRAM TB 5MG 100,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,624,4326989,PENICILLIN V POT TB 250MG 100,26 - Greensboro,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,624,1284579,ALLOPURINOL TB 300MG 10X10UD,9 - Knoxville,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,624,5861588,SAXAGLIPTIN TB 2.5MG 90,34 - Sacramento,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,624,5488903,WIXELA INHUB IN 500-50MCG 60,34 - Sacramento,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,624,5757984,NIFEDIPINE ER TB 30MG 100,64 - Kinray,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,624,2829356,CLOBETASOL SL 0.05% 25ML,24 - Hudson,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,624,5751177,BUDESONIDE AH 0.5MG/2ML 30X2ML SD,24 - Hudson,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,624,4097572,DIVALPROEX SOD TB 500MG 100 DR,64 - Kinray,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,624,2897338,CLOZAPINE TB 25MG 100,24 - Hudson,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,624,5855093,ROSUVASTATIN TB 5MG 1000,32 - Valencia,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,624,5757984,NIFEDIPINE ER TB 30MG 100,24 - Hudson,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,624,5646211,CLADRIBINE SF 1MG/ML 10ML,24 - Hudson,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,624,5751177,BUDESONIDE AH 0.5MG/2ML 30X2ML SD,18 - St. Louis,Product in Blocked - FDC,0,4,4,,,,,,
2024-12-18,624,5316765,GENTAMICIN CR 0.1% 15GM,34 - Sacramento,Product in Blocked - FDC,0,5,5,,,,,,
2024-12-18,625,5020409,MIRTAZAPINE TB 7.5MG 30 CPLT,32 - Valencia,Product in Blocked - FDC,0,3,4,,,,,,
2024-12-18,625,4309464,DORZOLAMIDE HCL DR 2% 10ML OPTH,34 - Sacramento,Product in Blocked - FDC,0,10,24,,,,,,
2024-12-18,625,5931936,ALBUTEROL SULF AH 0.083% 30X3MLUD,32 - Valencia,Product in Blocked - FDC,0,19,25,,,,,,
2024-12-18,625,5614029,ZINC 50MG ELEMENTAL  CP 220MG 100,18 - St. Louis,Product in Blocked - FDC,0,9,52,,,,,,
2024-12-18,625,5855457,AMITRIPTYLINE HCL TB 25MG 1000,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,625,5653852,FOLIC ACID TB 800MCG 100,24 - Hudson,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,625,5803374,OXCARBAZEPINE TB 600MG 100,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,625,5755467,DICLOFENAC POT TB 50MG 100,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,625,5488135,ASPIRIN CW 81MG 1000 ORANGE,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,627,5805130,PROCHLORPER MAL TB 10MG 100,32 - Valencia,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,627,5913728,ESTRADIOL PK0.1% 30X0.25GM GL TOP,34 - Sacramento,Product in Blocked - FDC,0,2,3,,,,,,
2024-12-18,627,5667472,VANCOMYCIN IP 1.75GM/350ML 6X350,34 - Sacramento,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,627,4367249,AZITHROMYCIN PT 200MG/5ML 15ML,26 - Greensboro,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,627,5956164,DROPERIDOL SF 2.5MG/ML 25X1ML,9 - Knoxville,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,627,5568092,OSELTAMIVIR PHOS PT 6MG/ML 60ML,64 - Kinray,Product in Blocked - FDC,0,1,2,,,,,,
2024-12-18,627,5956172,DROPERIDOL SF 2.5MG/ML 25X2ML,3 - Syracuse,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,625,5756432,LIDOCAINE AP 4% 30,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,625,5598891,MANNITOL IS 20% 12X500ML LF,37 - Seattle,Product in Quarantine - FDC,0,1,1,,,,,,
2024-12-18,625,5657325,VITAMIN D3 TB 25MG-25MCG 100,24 - Hudson,Product in Blocked - FDC,0,13,49,,,,,,
2024-12-18,627,4908273,LIDOCAINE AP 5% 30,34 - Sacramento,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,640,5819545,VICKS VAPOPADS REFILLS PA 12 STH,3 - Syracuse,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,633,4980785,PSEUDOEPHEDRINE HCL TB 120MG 10,24 - Hudson,Product in Blocked - FDC,0,69,69,,,,,,
2024-12-18,638,1115237,XERAC AC SL 6.25% 60ML,64 - Kinray,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,639,1521624,LORANN CLOVE OIL 1DR NATURAL,9 - Knoxville,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,644,3735362,JERGENS S/ALOE RLF LT 10OZ,16 - Dallas,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,645,4427241,EASY BRUSH CLEANERS 16,16 - Dallas,Product in Blocked - FDC,0,1,2,,,,,,
2024-12-18,644,5582317,COLGATE OPT WHT PS 0.76% 90GM ADV,16 - Dallas,Product in Blocked - FDC,0,6,6,,,,,,
2024-12-18,645,1412808,ENEMA EN 2X270ML TWN PK,16 - Dallas,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,687,4537478,XARELTO TB 20MG 30,15 - Aurora,Product in Blocked - FDC,0,1,4,,,,,,
2024-12-18,647,1111673,BD ND 18GX1.5N RG 100  305196,19 - Phoenix,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,648,3318250,ORAL-B STAGE 3 TPST PRINCESS,64 - Kinray,Product in Blocked - FDC,0,2,4,,,,,,
2024-12-18,648,3508298,PRILOSEC OTC TB 20MG 28,10 - Jackson,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,645,2944296,NICODERM CQ CLEAR AP 14MG/24HR 14,43 - Swedesboro,Product in Blocked - FDC,0,15,15,,,,,,
2024-12-18,645,5434980,DENTEK FLOSS PICKS 75 TRP CLN,10 - Jackson,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,645,3599131,CLEAR EYES RDN RLF DR 0.012% .5OZ,16 - Dallas,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,645,3480274,MUCINEX TB 600MG 500 ER,10 - Jackson,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,645,5435821,MUCINEX F/MAX C/F GC 16 LQGL,16 - Dallas,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,645,4544805,STYE OI 31.9-57.7% 3.5GM OPTH,16 - Dallas,Product in Blocked - FDC,0,101,101,,,,,,
2024-12-18,627,5956172,DROPERIDOL SF 2.5MG/ML 25X2ML,8 - Wheeling,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,627,5958897,SODIUM CL IS 0.9% 20X500ML,28 - Houston,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,627,5854989,SERTRALINE HCL TB 100MG 1000 CPLT,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,627,1507839,FLUOCINONIDE OI 0.05% 60GM,34 - Sacramento,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,627,5226642,BUPROPION SR TB 150MG 100,26 - Greensboro,Product in Blocked - FDC,0,2,3,,,,,,
2024-12-18,627,5854963,SERTRALINE HCL TB 25MG 500 CPLT,32 - Valencia,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,627,5956164,DROPERIDOL SF 2.5MG/ML 25X1ML,18 - St. Louis,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,627,5505490,BUDESONIDE AH0.5MG/2ML 30UD 1/PCH,24 - Hudson,Product in Blocked - FDC,0,3,3,,,,,,
2024-12-18,627,5941778,CYANOCO MD 1000MCG/ML 25X1ML NVP,26 - Greensboro,Product in Blocked - FDC,0,1,3,,,,,,
2024-12-18,627,4954954,MORPHINE CP 45MG 100 ER        C2,43 - Swedesboro,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,627,4996609,DEXTROAMPHET ER CP 15MG 90     C2,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,627,5453451,TRANYLCYPROMINE SULF TB 10MG 100,34 - Sacramento,Product in Blocked - FDC,0,2,4,,,,,,
2024-12-18,627,5910260,VENLAFAXINE HCL ER CP 37.5MG 90,32 - Valencia,Product in Blocked - FDC,0,4,4,,,,,,
2024-12-18,627,3713740,FLUTICASONE PROP SN 50MCG 16GM,34 - Sacramento,Product in Blocked - FDC,0,4,4,,,,,,
2024-12-18,627,5958905,SODIUM CL IS 0.9% 10X1000ML,18 - St. Louis,Product in Blocked - FDC,0,4,4,,,,,,
2024-12-18,627,5429055,ETOPOSIDE MD 20MG/ML 5ML,37 - Seattle,Product in Blocked - FDC,0,1,4,,,,,,
2024-12-18,627,5270616,LEVOFLOXACIN IP 750MG 24X150ML PF,9 - Knoxville,Product in Blocked - FDC,0,2,4,,,,,,
2024-12-18,627,4367249,AZITHROMYCIN PT 200MG/5ML 15ML,9 - Knoxville,Product in Blocked - FDC,0,2,5,,,,,,
2024-12-18,627,5956172,DROPERIDOL SF 2.5MG/ML 25X2ML,15 - Aurora,Product in Blocked - FDC,0,6,6,,,,,,
2024-12-18,627,3778917,HEPARIN IV FL SY 100U/ML 60X5ML,19 - Phoenix,Product in Blocked - FDC,0,6,6,,,,,,
2024-12-18,627,5804943,FUROSEMIDE SF 10MG/ML 25X10ML,26 - Greensboro,Product in Blocked - FDC,0,6,6,,,,,,
2024-12-18,627,4778916,AMPICILLIN SOD PR 2GM 10,43 - Swedesboro,Product in Blocked - FDC,0,2,9,,,,,,
2024-12-18,627,5010103,OXYCODONE HCL TB 5MG 100 IR    C2,15 - Aurora,Product in Blocked - FDC,0,4,12,,,,,,
2024-12-18,627,5835483,PANTOPRAZOLE SOD PR 40MG 10 PF,32 - Valencia,Product in Blocked - FDC,0,14,14,,,,,,
2024-12-18,627,5360748,TRIAMCIN ACET MD 40MG/ML 10ML,24 - Hudson,Product in Blocked - FDC,0,15,15,,,,,,
2024-12-18,627,5928676,KIONEX SS 15GM/60ML10X60MLUD ORL,15 - Aurora,Product in Blocked - FDC,0,2,20,,,,,,
2024-12-18,627,5956172,DROPERIDOL SF 2.5MG/ML 25X2ML,18 - St. Louis,Product in Blocked - FDC,0,13,22,,,,,,
2024-12-18,627,3324340,AMPHET SALT CMB TB 20MG 100    C2,6 - Boston,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,628,3704046,CLOPIDOGREL TB 75MG 90,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,628,5775325,EZETIMIBE TB 10MG 500 CPLT,16 - Dallas,Product in Quarantine - FDC,0,1,1,,,,,,
2024-12-18,628,5554183,GABAPENTIN CP 100MG 500,26 - Greensboro,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,628,5938980,LIDOCAINE PAIN RELIEF AP 4% 30,32 - Valencia,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,627,5956172,DROPERIDOL SF 2.5MG/ML 25X2ML,9 - Knoxville,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,628,4076287,KERR INSTA-CHAR SS 25GM 120ML CHY,9 - Knoxville,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,628,5906557,DEXAMETHASONE TB 4MG 100,32 - Valencia,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,628,5943329,OXCARBAZEPINE TB 150MG 100 ER,37 - Seattle,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,628,3592524,TIZANIDINE HCL TB 4MG 150,37 - Seattle,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,628,3548369,MAG-AL PLUS LQ 100X30MLUD,24 - Hudson,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,628,5688197,GABAPENTIN CP 300MG 10X10UD,34 - Sacramento,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,628,5317250,LACTULOSE SL 20GM/30ML 100X30UD,24 - Hudson,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,633,5788005,PHYTONADIONE SD 10MG/ML 10X1ML,9 - Knoxville,Product in Blocked - FDC,0,6,15,,,,,,
2024-12-18,633,5509906,ALBUTEROL SULFATE IN 90MCG 18GM,6 - Boston,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,633,5615422,SULFASALAZINE TB 500MG 300,24 - Hudson,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,633,5487541,FLUT PROP/SALM IN 500-50MCG 60,24 - Hudson,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,633,4980785,PSEUDOEPHEDRINE HCL TB 120MG 10,64 - Kinray,Product in Blocked - FDC,0,1,1,,,,,,
2024-12-18,633,3447851,CLOTRIMAZOLE CR 1% 15GM,8 - Wheeling,Product in Blocked - FDC,0,4,4,,,,,,
2024-12-18,633,2134740,NYSTATIN OI 100MU/GM 30GM,32 - Valencia,Product in Blocked - FDC,0,3,4,,,,,,
2024-12-18,633,3397718,CLOTRIMAZOLE CR 1% 30GM,24 - Hudson,Product in Blocked - FDC,0,4,4,,,,,,
2024-12-18,633,5763354,AMPHET SALT CMB TB 15MG 100UU C2,24 - Hudson,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,633,1923044,ALPRAZOLAM TB 0.25MG 1000      C4,11 - Lakeland,Product in Blocked - FDC,0,1,2,,,,,,
2024-12-18,633,5881610,FLUTICASONE DISKUS IN 50MCG 60,18 - St. Louis,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,633,4938783,KETOROLAC DR 0.4% 5ML OPTH STR,16 - Dallas,Product in Blocked - FDC,0,1,2,,,,,,
2024-12-18,602,5857156,HYRIMOZ SY 20MG/0.2ML 2X0.2ML PF,37 - Seattle,Product in Blocked - FDC,0,1,2,,,,,,
2024-12-18,602,3746047,ARANESP SJCT SY100MCG 4X0.5PSORB,18 - St. Louis,Product in Blocked - FDC,0,2,4,,,,,,
2024-12-18,602,5293881,AGGRASTAT SD 250MCG/ML 15ML,26 - Greensboro,Product in Quarantine - FDC,0,4,4,,,,,,
2024-12-18,602,5209655,BRIDION SD 100MG/ML 10X2ML,8 - Wheeling,Product in Blocked - FDC,0,15,15,,,,,,
2024-12-18,602,5488937,REPATHA SURECLICK SY 140/ML 2X1ML,32 - Valencia,Product in Blocked - FDC,0,8,9,,,,,,
2024-12-18,601,5794458,AKOVAZ SY 5MG/ML 10X5ML PFS,43 - Swedesboro,Product in Blocked - FDC,0,7,10,,,,,,
2024-12-18,601,5794458,AKOVAZ SY 5MG/ML 10X5ML PFS,8 - Wheeling,Product in Blocked - FDC,0,11,11,,,,,,
2024-12-18,601,5794458,AKOVAZ SY 5MG/ML 10X5ML PFS,37 - Seattle,Product in Blocked - FDC,0,13,13,,,,,,
2024-12-18,602,1395946,M-M-R II VACC/DILU PR 10,64 - Kinray,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,602,5735113,PROPECIA TB 1MG 90,34 - Sacramento,Product in Blocked - FDC,0,2,2,,,,,,
2024-12-18,601,5512181,TIROSINT-SOL AM 100MCG/ML30X1MLUD,34 - Sacramento,Product in Blocked - FDC,0,1,2,,,,,,
2024-12-18,601,5794458,AKOVAZ SY 5MG/ML 10X5ML PFS,6 - Boston,Product in Blocked - FDC,0,3,3,,,,,,
